Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,OverallScore,TotalOutdoorSF
55,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,GasA,TA,Y,SBrkr,0,1360,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,2,2007,WD,Normal,130000,1744,1.0,52,52,5.0,622.0
56,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,Gd,Y,SBrkr,0,1425,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,TA,TA,Y,0,407,0,0,,,,0,7,2008,WD,Normal,180500,2850,2.0,44,44,5.5,848.0
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,GasA,Ex,Y,SBrkr,0,1739,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,8,2009,WD,Abnorml,172500,2709,3.5,10,9,6.5,1051.0
58,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,Ex,Y,SBrkr,0,1720,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,8,2006,WD,Normal,196500,2580,2.5,2,2,6.0,635.0
59,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,Ex,Y,SBrkr,0,2945,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,37,0,0,0,,,,0,10,2006,New,Partial,438780,4355,3.5,0,0,7.5,1864.0
60,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,GasA,Ex,Y,SBrkr,0,780,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,124900,1560,1.0,36,36,6.0,548.0
61,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,0,1158,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,5,2006,New,Partial,158000,2316,2.5,2,2,5.5,626.0
62,75,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,TA,N,SBrkr,0,1111,3,1,Fa,6,Typ,0,,Detchd,1935.0,Unf,1,TA,TA,N,144,0,0,0,,,,0,3,2007,WD,Normal,101000,1641,1.0,87,11,6.0,288.0
63,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,Ex,Y,SBrkr,0,1370,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,10,2007,WD,Normal,202500,2740,2.0,1,1,6.5,831.0
64,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,1710,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2,TA,TA,Y,64,0,0,0,,GdPrv,,0,4,2010,WD,Normal,140000,2286,2.0,89,60,6.5,503.0
65,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,Ex,Y,SBrkr,0,2034,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2,TA,TA,Y,0,0,0,0,,GdPrv,,0,2,2009,WD,Normal,219500,3091,3.5,12,11,6.0,1830.0
66,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,Ex,Y,SBrkr,0,2473,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,10,2007,WD,Normal,317000,3616,2.5,3,2,6.5,1539.0
67,20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,TA,Y,SBrkr,0,2207,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,7,2010,WD,Normal,180000,4154,3.0,40,21,6.0,1164.0
68,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,Ex,Y,SBrkr,0,1479,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,226000,2932,3.0,4,4,6.0,898.0
69,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,TA,Y,SBrkr,0,747,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,80000,1494,1.0,65,60,5.0,220.0
70,50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,0,2287,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,TA,TA,Y,114,0,0,0,,,,0,7,2006,WD,Normal,225000,3591,2.0,53,53,5.5,688.0
71,20,RL,95.0,13651,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,0,2223,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,2,2007,WD,Normal,244000,4446,3.0,34,34,6.5,1931.0
72,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,TA,Y,SBrkr,0,845,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,129500,1690,2.0,25,1,5.0,360.0
73,60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,Gd,Y,SBrkr,0,1718,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,291,0,,,,0,12,2009,WD,Normal,185000,2550,2.5,11,11,6.0,561.0
74,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,Gd,Y,SBrkr,0,1086,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,TA,TA,Y,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900,2172,2.0,56,7,6.0,594.0
75,50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,Gd,N,SBrkr,0,1605,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,TA,TA,Y,202,0,0,0,,,,0,5,2010,WD,Normal,107400,2445,2.0,95,60,4.5,379.0
76,180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,0,988,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,TA,TA,Y,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,91000,1450,2.0,36,36,4.5,518.0
77,20,RL,,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,0,952,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,4,2008,WD,Normal,135750,1904,1.0,52,52,5.5,283.0
78,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,0,1285,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,127000,1957,2.0,60,7,5.0,240.0
79,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,0,1768,4,2,TA,8,Typ,0,,,,,0,,,Y,0,0,0,0,,,,0,4,2010,WD,Normal,136500,3536,2.0,42,42,4.5,0.0
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,0,1230,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,TA,TA,Y,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,110000,1670,1.5,99,28,5.5,514.0
81,60,RL,100.0,13000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,0,2142,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,TA,TA,Y,0,0,252,0,,,,0,6,2009,WD,Normal,193500,3038,2.5,41,41,6.0,1157.0
82,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,0,1337,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,3,2006,WD,Normal,153500,2574,3.0,8,8,5.5,1047.0
83,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,0,1563,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,10,2008,WD,Normal,245000,3126,2.0,1,1,6.5,1469.0
84,20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,0,1065,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2007,COD,Normal,126500,2130,1.5,47,47,5.0,601.0
85,80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,0,1474,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,TA,TA,Y,0,0,0,0,,,Shed,700,5,2009,WD,Normal,168500,1858,2.5,14,13,6.0,614.0
86,60,RL,121.0,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,0,2417,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,4,2006,WD,Normal,260000,3705,2.5,15,14,6.5,955.0
87,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,0,1560,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,3,2009,WD,Normal,174000,2244,2.5,4,4,5.5,538.0
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,0,1224,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,New,Partial,164500,1836,2.5,0,0,5.5,838.0
89,50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,513,1526,2,1,Fa,6,Typ,0,,,,,0,,,N,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000,2026,1.0,94,27,2.5,0.0
90,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,0,990,3,1,TA,5,Typ,0,,,,,0,,,Y,0,0,0,0,,,,0,8,2007,WD,Normal,123600,1980,2.0,13,12,4.5,0.0
91,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,FuseA,0,1040,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2006,WD,Normal,109900,1040,1.0,56,56,4.5,449.0
92,20,RL,85.0,8500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,0,1235,2,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,TA,TA,Y,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,98600,2470,1.0,45,45,4.0,683.0
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,Ex,Y,SBrkr,0,964,2,1,TA,5,Typ,0,,Detchd,1921.0,Unf,2,TA,TA,Y,44,0,0,0,,,,0,8,2009,WD,Normal,163500,1840,2.0,88,3,6.0,432.0
94,190,C (all),60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,Ex,N,SBrkr,0,2291,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,TA,TA,Y,0,0,99,0,,,,0,11,2007,WD,Normal,133900,3505,2.5,97,9,6.0,506.0
95,60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,Ex,Y,SBrkr,0,1786,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,5,2007,WD,Normal,204750,2610,3.5,10,10,5.5,846.0
96,60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,Gd,Y,SBrkr,0,1470,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,TA,TA,Y,0,0,0,0,,,Shed,480,4,2009,WD,Normal,185000,2150,2.5,16,16,7.0,783.0
97,20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,Ex,Y,SBrkr,0,1588,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,8,2006,WD,Normal,214000,3176,2.0,7,7,6.0,842.0
98,20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,TA,Y,FuseF,0,960,3,1,TA,6,Typ,0,,Attchd,1965.0,Fin,1,TA,TA,P,0,0,0,0,,,,0,5,2007,WD,Normal,94750,1920,2.0,42,42,4.5,600.0
99,30,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,Fa,N,SBrkr,0,835,2,1,TA,5,Typ,0,,Basment,1920.0,Unf,1,Fa,TA,Y,77,0,0,0,,,Shed,400,5,2010,COD,Abnorml,83000,1293,1.0,90,60,5.0,366.0
100,20,RL,77.0,9320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,Fa,Y,SBrkr,0,1225,3,1,TA,6,Typ,0,,,,,0,,,Y,0,0,0,0,,,Shed,400,1,2010,WD,Normal,128950,2175,2.5,51,51,4.5,352.0
101,20,RL,,10603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,Gd,Y,SBrkr,0,1610,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,2,2010,WD,Normal,205000,3220,3.0,33,9,6.5,744.0
102,60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,TA,Y,SBrkr,0,1732,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,178000,2473,2.5,25,25,5.5,1050.0
103,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,Fa,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,0,1535,4,2,TA,8,Typ,0,,Attchd,1979.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Alloca,118964,1535,2.0,30,30,5.0,410.0
104,20,RL,94.0,10402,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,Ex,Y,SBrkr,0,1226,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,5,2010,WD,Normal,198900,2452,2.0,1,1,6.0,776.0
105,50,RM,,7758,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,Ex,Y,FuseF,0,1818,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,TA,TA,Y,0,0,184,0,,,,0,6,2007,WD,Normal,169500,2858,1.5,76,57,5.5,840.0
106,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,Ex,Y,SBrkr,0,1992,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,8,2008,WD,Normal,250000,3045,2.5,5,4,6.5,1601.0
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,GasA,Gd,Y,SBrkr,0,1047,2,1,TA,6,Typ,0,,Detchd,1954.0,Unf,1,Fa,Fa,N,0,0,0,0,,,Shed,450,8,2007,WD,Normal,100000,1688,1.0,122,12,5.5,273.0
108,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,GasA,Ex,Y,SBrkr,0,789,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,4,2008,WD,Partial,115000,1578,1.0,60,58,5.0,250.0
109,50,RM,85.0,8500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,GasW,TA,N,FuseF,0,1517,3,1,Fa,7,Typ,0,,,,,0,,,N,144,0,0,0,,,,0,8,2007,WD,Normal,115000,2310,2.0,88,2,6.0,0.0
110,20,RL,105.0,11751,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,GasA,Ex,Y,SBrkr,0,1844,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,1,2010,COD,Normal,190000,3688,2.0,33,33,6.0,1148.0
111,50,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,GasA,Gd,Y,SBrkr,0,1855,4,1,TA,7,Typ,0,,Attchd,1954.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,10,2006,WD,Normal,136900,2849,2.0,52,34,5.0,507.0
